4	501	AQR	348.972	-9.0877	4.24	ψ1	羽林軍卅九
4	502	AQR	347.361	-21.1725	3.68	88	羽林軍廿八
4	503	AQR	347.478	-22.4576	4.71	89	羽林軍廿九
4	504	AQR	346.6695	-23.7431	4.48	86	羽林軍卅
