66	101	PSC	18.43725	24.5838	4.67	φ	奎宿十四
66	102	PSC	17.91495	30.0897	4.51	τ	奎宿十一
66	103	PSC	19.8666	27.2641	4.74	υ	奎宿十三
66	104	PSC	18.43725	24.5838	4.67	φ	奎宿十四
66	105	PSC	22.8708	15.3458	3.62	η	右更二
66	106	PSC	26.34825	9.15764	4.26	ο	右更四
66	107	PSC	30.51165	2.76376	3.82	α	外屏七
66	108	PSC	28.38885	3.18748	4.61	ξ	外屏六
66	109	PSC	25.35795	5.4876	4.45	ν	外屏五
66	110	PSC	15.73605	7.89007	4.27	ε	外屏二
66	111	PSC	12.1704	7.5852	4.44	δ	外屏一
66	112	PSC	0.001	6.86359	9.99	
66	201	PSC	359.8275	6.86359	4.03	ω	霹靂五
66	202	PSC	354.987	5.62735	4.13	ι	霹靂四
66	203	PSC	351.993	6.3791	4.27	θ	霹靂三
66	204	PSC	349.29	3.28225	3.7	γ	霹靂二
66	205	PSC	351.7335	1.25584	4.95	κ	雲雨一
66	206	PSC	355.512	1.78042	4.49	λ	雲雨四
66	207	PSC	354.987	5.62735	4.13	ι	霹靂四
66	301	PSC	349.29	3.28225	3.7	γ	霹靂二
66	302	PSC	345.969	3.82007	4.48	β	霹靂一
