4	401	AQR	349.476	-9.18249	4.41	ψ2	羽林軍卅八
4	402	AQR	350.7435	-20.1003	3.96	98	羽林軍卅四
4	403	AQR	351.5115	-20.6419	4.38	99	羽林軍廿九
4	404	AQR	353.319	-20.9145	4.7	101	羽林軍卅一
