4	101	AQR	331.446	-0.319827	2.95	α	危宿一
4	102	AQR	335.4135	-1.38735	3.86	γ	墳墓二
4	103	AQR	338.8395	-0.117361	4.04	η	墳墓三
4	104	AQR	336.3195	1.37739	4.8	π	墳墓四
4	105	AQR	331.446	-0.319827	2.95	α	危宿一
4	106	AQR	322.89	-5.57116	2.9	β	虛宿一
4	107	AQR	317.3985	-11.3717	4.5	ν	天壘城十
4	108	AQR	313.164	-8.98324	4.73	μ	女宿二
4	109	AQR	311.919	-9.49569	3.78	ε	女宿一
4	201	AQR	322.89	-5.57116	2.9	β	虛宿一
4	202	AQR	331.6095	-13.8695	4.29	ι	壘壁陣五
4	301	AQR	331.446	-0.319827	2.95	α	危宿一
4	302	AQR	330.828	-2.15534	4.74	ο	蓋屋一
4	303	AQR	334.2075	-7.78324	4.17	θ	泣二
4	304	AQR	343.1535	-7.57968	3.73	λ	壘壁陣七
4	305	AQR	348.5805	-6.04853	4.22	φ	壘壁陣八
4	306	AQR	348.972	-9.0877	4.24	ψ1	羽林軍卅九
4	307	AQR	343.662	-15.8208	3.27	δ	羽林軍廿六
4	308	AQR	341.928	-14.0564	5.68	τ1	羽林軍廿五
4	309	AQR	343.1535	-7.57968	3.73	λ	壘壁陣七
4	401	AQR	349.476	-9.18249	4.41	ψ2	羽林軍卅八
4	402	AQR	350.7435	-20.1003	3.96	98	羽林軍卅四
4	403	AQR	351.5115	-20.6419	4.38	99	羽林軍廿九
4	404	AQR	353.319	-20.9145	4.7	101	羽林軍卅一
4	501	AQR	348.972	-9.0877	4.24	ψ1	羽林軍卅九
4	502	AQR	347.361	-21.1725	3.68	88	羽林軍廿八
4	503	AQR	347.478	-22.4576	4.71	89	羽林軍廿九
4	504	AQR	346.6695	-23.7431	4.48	86	羽林軍卅
