78	101	TAU	51.20355	9.02907	3.61	ο	天廩四
78	102	TAU	51.79215	9.73277	3.73	ξ	天廩三
78	103	TAU	60.1701	12.4904	3.41	λ	畢宿八
78	104	TAU	64.94805	15.6277	3.65	γ	畢宿四
78	105	TAU	67.14345	15.9622	3.84	θ1	畢宿六
78	106	TAU	68.98005	16.5098	0.87	α	畢宿五
78	107	TAU	84.41115	21.1426	2.97	ζ	天關
78	201	TAU	81.57285	28.6079	1.65	β	五車五
78	202	TAU	67.15395	19.1805	3.53	ε	畢宿一
78	203	TAU	65.73345	17.5426	3.77	δ1	畢宿三
78	204	TAU	64.94805	15.6277	3.65	γ	畢宿四
78	301	TAU	67.15395	19.1805	3.53	ε	畢宿一
78	302	TAU	56.87115	24.1052	2.85	η	昴宿六
