72	101	SGR	273.4410	-21.0588	3.84	μ	斗宿三
72	102	SGR	271.4520	-30.4237	2.98	γ	箕宿一
72	103	SGR	274.4070	-36.7613	3.10	η	箕宿四
72	104	SGR	276.0435	-34.3843	1.79	ε	箕宿三
72	105	SGR	275.2485	-29.8280	2.72	δ	箕宿二
72	106	SGR	276.9930	-25.4212	2.82	λ	斗宿二
72	107	SGR	273.4410	-21.0588	3.84	μ	斗宿三
72	201	SGR	271.4520	-30.4237	2.98	γ	箕宿一
72	202	SGR	275.2485	-29.8280	2.72	δ	箕宿二
72	203	SGR	281.4135	-26.9908	3.17	φ	斗宿一
72	204	SGR	283.8165	-26.2966	2.05	σ	斗宿四
72	205	SGR	284.4330	-21.1066	3.52	ξ2	建一
72	206	SGR	287.4405	-21.0235	2.88	π	建三
72	207	SGR	290.4180	-17.8473	3.92	ρ1	建五
72	208	SGR	290.4315	-15.9550	4.52	υ	建六
72	301	SGR	287.4405	-21.0235	2.88	π	建三
72	302	SGR	283.8165	-26.2966	2.05	σ	斗宿四
72	303	SGR	286.7355	-27.6698	3.32	τ	斗宿五
72	304	SGR	299.9340	-35.2762	4.37	θ1	天淵增二
72	305	SGR	298.8150	-41.8684	4.12	ι	天淵增一
72	401	SGR	299.9340	-35.2762	4.37	θ1	天淵增二
72	402	SGR	290.9715	-40.6156	3.96	α	天淵三
72	403	SGR	290.6595	-44.4589	3.96	β1	天淵二
72	501	SGR	290.9715	-40.6156	3.96	α	天淵三
72	502	SGR	285.6525	-29.8801	2.60	ζ	斗宿六
72	503	SGR	281.4135	-26.9908	3.17	φ	斗宿一
