7	101	ARI	31.7928	23.4628	2.01	α	婁宿三
7	102	ARI	28.65975	20.8083	2.64	β	婁宿一
7	103	ARI	29.48235	23.5961	4.79	λ	婁宿增五
7	104	ARI	31.7928	23.4628	2.01	α	婁宿三
7	105	ARI	40.863	27.7072	4.65	35	胃宿一
7	106	ARI	41.9769	29.2474	4.52	39	胃宿二
7	107	ARI	42.49575	27.2608	3.61	41	胃宿三
7	108	ARI	40.863	27.7072	4.65	35	胃宿一
7	201	ARI	42.49575	27.2608	3.61	41	胃宿三
7	202	ARI	44.80305	21.3404	4.63	ε	左更增七
7	203	ARI	33.19995	21.211	5.23	η	婁宿增十二
7	204	ARI	31.7928	23.4628	2.01	α	婁宿三
7	301	ARI	44.80305	21.3404	4.63	ε	左更增七
7	302	ARI	47.907	19.7267	4.35	δ	天陰四
7	401	ARI	33.19995	21.211	5.23	η	婁宿增十二
7	402	ARI	28.3824	19.2941	3.88	γ	婁宿二
7	501	ARI	42.49575	27.2608	3.61	41	胃宿三
7	502	ARI	31.7928	23.4628	2.01	α	婁宿三
7	503	ARI	28.65975	20.8083	2.64	β	婁宿一
7	504	ARI	28.3824	19.2941	3.88	γ	婁宿二
