46	101	LEO	177.2655	14.5723	2.14	β	五帝座一
46	102	LEO	168.5265	20.5240	2.56	δ	西上相
46	103	LEO	165.5820	20.1797	4.42	60	西上相增一
46	104	LEO	154.9920	19.8419	2.01	γ	軒轅十二
46	105	LEO	154.1730	23.4173	3.43	ζ	軒轅十一
46	106	LEO	148.1915	26.0071	3.88	μ	軒轅十
46	107	LEO	141.1637	26.1824	4.47	κ	軒轅七
46	108	LEO	142.9302	22.9681	4.32	λ	軒轅八
46	109	LEO	146.4630	23.7743	2.97	ε	軒轅九
46	110	LEO	151.8330	16.7627	3.48	η	軒轅十三
46	111	LEO	168.5595	15.4298	3.33	θ	西次相
46	112	LEO	168.5265	20.5240	2.56	δ	西上相
46	201	LEO	146.4630	23.7743	2.97	ε	軒轅九
46	202	LEO	148.1915	26.0071	3.88	μ	軒轅十
46	301	LEO	145.2880	9.89240	3.52	ο	軒轅十五
46	302	LEO	151.8330	16.7627	3.48	η	軒轅十三
46	303	LEO	152.0940	11.9672	1.36	α	軒轅十四
46	304	LEO	151.9770	9.99766	4.39	31	軒轅十七
46	401	LEO	158.2035	9.30659	3.84	ρ	軒轅十六
46	402	LEO	168.5595	15.4298	3.33	θ	西次相
46	403	LEO	170.9805	10.5297	4.00	ι	西次將
46	404	LEO	170.2845	6.02935	4.05	σ	西上將
