86	101	VIR	184.977	-0.666747	3.89	η	一左執法
86	102	VIR	181.3035	8.73285	4.12	ο	天田一
86	103	VIR	176.4645	6.52981	4.04	ν	內屏二
86	104	VIR	177.672	1.76538	3.59	β	一右執法
86	105	VIR	184.977	-0.666747	3.89	η	一左執法
86	106	VIR	190.416	-1.44952	2.74	γ	二東上相
86	107	VIR	193.902	3.3976	3.39	δ	三東次相
86	108	VIR	195.5445	10.9591	2.85	ε	四東次將
86	201	VIR	190.416	-1.44952	2.74	γ	二東上相
86	202	VIR	197.487	-5.53893	4.38	θ	平道一
86	203	VIR	201.2985	-11.1612	0.98	α	角宿一
86	301	VIR	190.416	-1.44952	2.74	γ	二東上相
86	302	VIR	203.6745	-0.595938	3.38	ζ	角宿二
86	303	VIR	214.0035	-5.99953	4.07	ι	亢宿二
86	304	VIR	220.7655	-5.65743	3.87	μ	亢宿增七
86	401	VIR	203.6745	-0.595938	3.38	ζ	角宿二
86	402	VIR	210.411	1.54458	4.23	τ	天田二
86	403	VIR	221.562	1.89294	3.73	109	亢宿增十
